"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"NM_TIPO_DESTINACAO_VOTOS";"QT_VOTOS_NOMINAIS_VALIDOS";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;11;"Prefeito";10000644872;50;"BARTOLOMEU FRANCISCO DA ROCHA MARQUES";"PROFESSOR BASTO VIANA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";50;"PSOL";"Partido Socialismo e Liberdade";-1;"#NULO#";"#NULO#";"#NULO#";10000057071;"PARTIDO ISOLADO";"PSOL";"N";280;"Válido";280;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130128;25666;"AMILCA BARBOSA DE OLIVEIRA";"AMILCA DO CREDIARIO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";48;"Válido";48;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130127;25222;"DAYANE DE SOUZA DA SILVA";"DAYANE SOUZA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";18;"Válido";18;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130123;25333;"AMANDA MARTINS DA SILVA KAXINAWÁ";"AMANDA HUNI KUÍ";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";193;"Válido";193;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130124;25255;"CHARLETY ARRUDA MAIA";"CHARLETY MAIA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";80;"Válido";80;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130132;25456;"JOSÉ VALSIMAR CASTRO RODRIGUES";"MAR";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";33;"Válido";33;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130131;25777;"SIRLEIDA PRADO DA SILVA";"SIRLEIDA PRADO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";120;"Válido";120;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130125;25123;"EMÍLIA DE AZEVEDO SANCHO";"EMÍLIA SANCHO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";53;"Válido";53;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130126;25800;"ANTÔNIO CARLOS FREIRE DOURADO";"ANTÔNIO CARLOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";236;"Válido";236;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130136;25500;"LETICIA DAMASCO SILVEIRA NERI";"LETICIA PSICÓLOGA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";107;"Válido";107;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130129;25444;"MANOELA FREIRES VASCONCELOS";"MANOELA VASCONCELOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";8;"Válido";8;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130133;25555;"MARCO ANDRÉ MÃNCIO BEZERRA";"PROFESSOR MARCOS LEITE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";87;"Válido";87;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130135;25789;"FRANCISCO DE ALBUQUERQUE BEZERRA";"BEZERRA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";0;"Válido";0;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01473";"TARAUACÁ";1473;"TARAUACÁ";5;13;"Vereador";10001130134;25111;"FRANCINILDO CONCEIÇÃO DA SILVA";"FRANCINILDO TATU";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000137000;"PARTIDO ISOLADO";"DEM";"N";334;"Válido";334;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01104";"JORDÃO";1104;"JORDÃO";5;13;"Vereador";10000731418;55335;"EDIR SENA KAXINAWA";"EDIR SENA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000068461;"PARTIDO ISOLADO";"PSD";"N";16;"Válido";16;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01104";"JORDÃO";1104;"JORDÃO";5;13;"Vereador";10000731419;55255;"MARLEIDE DA SILVA AMAUACAS";"MARLEIDE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000068461;"PARTIDO ISOLADO";"PSD";"N";6;"Válido";6;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01104";"JORDÃO";1104;"JORDÃO";5;13;"Vereador";10000731417;55245;"JOSE EDINALDO BEZERRA FERREIRA";"GAROTINHO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000068461;"PARTIDO ISOLADO";"PSD";"N";7;"Válido";7;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01104";"JORDÃO";1104;"JORDÃO";5;13;"Vereador";10000731416;55678;"JOSE ROMARIO NOBRE DA COSTA";"ROMARIO NOBRE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000068461;"PARTIDO ISOLADO";"PSD";"N";2;"Válido";2;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01104";"JORDÃO";1104;"JORDÃO";5;13;"Vereador";10000731415;55123;"RAIMUNDO PEREIRA OLIVEIRA";"PITI";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000068461;"PARTIDO ISOLADO";"PSD";"N";24;"Válido";24;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01104";"JORDÃO";1104;"JORDÃO";5;13;"Vereador";10000731414;55555;"IVANILDE GOMES PEREIRA";"IVANILDE GOMES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000068461;"PARTIDO ISOLADO";"PSD";"N";12;"Válido";12;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888518;55999;"JAMILSON GÓES";"JAMILSON GÓES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";12;"Válido";12;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888519;55000;"ROSÁLIA EUZÉBIO MAGALHÃES";"PROF ROSÁLIA MAGALHÃES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";20;"Válido";20;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888515;55266;"LUCIANA NASCIMENTO DE ARAÚJO";"LUCIANA ARAÚJO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";54;"Válido";54;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888520;55234;"SEBASTIÃO DA CONCEIÇÃO";"PROF SEBASTIÃO DA CONCEIÇÃO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";119;"Válido";119;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888510;55123;"LICURGO DE LIMA";"LICURGO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";133;"Válido";133;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888521;55789;"ELIANDRO VALCACER JERÔNIMO SOUZA";"ELIANDRO VALCACER";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";103;"Válido";103;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888517;55131;"JUCILENE DA SILVA LYRA";"JUCILENE LYRA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";24;"Válido";24;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888511;55017;"EURICÉLIO RODRIGUES DOS SANTOS";"CÉLIO RODRIGUES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";90;"Válido";90;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888522;55456;"JOSÉ RIBAMAR GOMES RAULINO";"ZÉ PRETINHO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";27;"Válido";27;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888516;55678;"GELCIVAN DA SILVA PEREIRA";"GELSON DO SANTINO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";62;"Válido";62;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888514;55555;"RENYELLY MAYSA CARVALHO DA SILVA";"RENNY CARVALHO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";177;"Válido";177;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888512;55222;"ERIVANILDO BEZERRA CALIXTO";"ERIVANILDO CADEIRANTE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";47;"Válido";47;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01112";"EPITACIOLÂNDIA";1112;"EPITACIOLÂNDIA";6;13;"Vereador";10000888513;55111;"JECIANY DE SOUZA NASCIMENTO";"PROF  JEICY NASCIMENTO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000099768;"PARTIDO ISOLADO";"PSD";"N";95;"Válido";95;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150231;55000;"MARIA LUCENI PEREIRA RODRIGUES";"MARIA LUCENI";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";243;"Válido";243;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150232;55777;"ROSILDA ONORATO DE OLIVEIRA";"ROSILDA ONORATO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";55;"Válido";55;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150225;55555;"FERNANDO CAVALCANTE DE OLIVEIRA LOPES";"FERNANDO DA MALOCA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";236;"Válido";236;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150222;55678;"CARLITO DA SILVA DA LUZ";"CARLITO DA LUZ";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";117;"Válido";117;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150229;55057;"FRANCISCO OLIVEIRA CUNHA";"CHICO DO VALTO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";63;"Válido";63;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150226;55444;"ANA CLAUDIA FERREIRA BORGES";"ANINHA BORGES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";47;"Válido";47;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150227;55333;"DELZUITE DA SILVA BARROSO LOPES";"DELZUITE BARROSO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";19;"Válido";19;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150223;55123;"IRAN FLORENCIO DE VASCONCELOS";"IRAN VASCONCELOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";240;"Válido";240;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01490";"XAPURI";1490;"XAPURI";2;13;"Vereador";10001150230;55111;"KASSIANE ALBUQUERQUE TEIXEIRA";"KASSIANE ALBUQUERQUE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";10000139634;"PARTIDO ISOLADO";"PSD";"N";14;"Válido";14;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01023";"PORTO ACRE";1023;"PORTO ACRE";1;13;"Vereador";10001013921;25123;"LUAN LUZ DO NASCIMENTO";"PROF LUAN LUZ";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";10000119596;"PARTIDO ISOLADO";"DEM";"N";339;"Válido";339;3;"ELEITO POR MÉDIA"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01058";"BRASILÉIA";1058;"BRASILÉIA";6;13;"Vereador";10000881228;13040;"EDILANIA DA SILVA BRAGA";"EDILANIA BRAGA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";10000098205;"PARTIDO ISOLADO";"PT";"N";94;"Válido";94;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01058";"BRASILÉIA";1058;"BRASILÉIA";6;13;"Vereador";10000881235;13222;"JOSE DE LIMA PAES";"JOSE PAES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";10000098205;"PARTIDO ISOLADO";"PT";"N";23;"Válido";23;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01058";"BRASILÉIA";1058;"BRASILÉIA";6;13;"Vereador";10000881234;13000;"DEUZIMAR MOURA DE OLIVEIRA";"DEUZIMAR";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";10000098205;"PARTIDO ISOLADO";"PT";"N";149;"Válido";149;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AC";"01058";"BRASILÉIA";1058;"BRASILÉIA";6;13;"Vereador";10000881237;13555;"RAIMUNDO LACERDA DA SILVA";"LACERDA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";10000098205;"PARTIDO ISOLADO";"PT";"N";142;"Válido";142;5;"SUPLENTE"
